season_number,season,conf,win,loss,wpct,conf_win,conf_loss,conf_wpct,srs,sos,ppg,opp_ppg,ap_pre,ap_highest,ap_final,tournament_outcome,seed,coach,school
1,2022,Southland,11,22,0.333,4,10,0.286,-11.76,-5.03,78.2,77.4,NA,NA,NA,NA,NA,John Aiken (11-22),mcneese-state
2,2021,Southland,10,14,0.417,4,11,0.267,-18.34,-11.46,80.3,71.8,NA,NA,NA,NA,NA,Heath Schroyer (10-14),mcneese-state
3,2020,Southland,15,17,0.469,10,10,0.5,-9.11,-6.93,79.4,74.7,NA,NA,NA,NA,NA,Heath Schroyer (15-17),mcneese-state
4,2019,Southland,9,22,0.29,5,13,0.278,-14.41,-6.15,69.3,74.3,NA,NA,NA,NA,NA,Heath Schroyer (9-22),mcneese-state
5,2018,Southland,12,17,0.414,8,10,0.444,-12.06,-6.1,75.3,76.2,NA,NA,NA,NA,NA,Dave Simmons (12-17),mcneese-state
6,2017,Southland,7,22,0.241,4,14,0.222,-14.28,-4.12,70.4,79,NA,NA,NA,NA,NA,Dave Simmons (7-22),mcneese-state
7,2016,Southland,9,20,0.31,7,11,0.389,-15.24,-6.74,71.8,79.3,NA,NA,NA,NA,NA,Dave Simmons (9-20),mcneese-state
8,2015,Southland,15,16,0.484,8,10,0.444,-10.05,-5.42,69.5,71.3,NA,NA,NA,NA,NA,Dave Simmons (15-16),mcneese-state
9,2014,Southland,11,20,0.355,9,9,0.5,-13.15,-4.01,68.1,76.1,NA,NA,NA,NA,NA,Dave Simmons (11-20),mcneese-state
10,2013,Southland,14,17,0.452,7,11,0.389,-11.5,-4.64,66.3,70.1,NA,NA,NA,NA,NA,Dave Simmons (14-17),mcneese-state
11,2012,Southland,17,16,0.515,10,6,0.625,-6.26,-3.76,66.9,66.2,NA,NA,NA,NA,NA,Dave Simmons (17-16),mcneese-state
12,2011,Southland,21,12,0.636,11,5,0.688,-4.7,-4.39,74.1,71.3,NA,NA,NA,NA,NA,Dave Simmons (21-12),mcneese-state
13,2010,Southland,10,20,0.333,5,11,0.313,-11.82,-4.34,67.7,70.2,NA,NA,NA,NA,NA,Dave Simmons (10-20),mcneese-state
14,2009,Southland,11,18,0.379,5,11,0.313,-5.47,-3.99,63.9,64.3,NA,NA,NA,NA,NA,Dave Simmons (11-18),mcneese-state
15,2008,Southland,13,16,0.448,7,9,0.438,-9.43,-3.59,64.7,66.6,NA,NA,NA,NA,NA,Dave Simmons (13-16),mcneese-state
16,2007,Southland,15,17,0.469,9,7,0.563,-11.34,-4.66,63.4,67.3,NA,NA,NA,NA,NA,Dave Simmons (15-17),mcneese-state
17,2006,Southland,14,14,0.5,9,7,0.563,-6.64,-3.64,72,72.5,NA,NA,NA,NA,NA,Tic Price (14-14),mcneese-state
18,2005,Southland,13,15,0.464,8,8,0.5,-8.41,-4.28,74.6,73.9,NA,NA,NA,NA,NA,Tic Price (13-15),mcneese-state
19,2004,Southland,11,16,0.407,7,9,0.438,-7.95,-4.66,74.1,75.1,NA,NA,NA,NA,NA,Tic Price (11-16),mcneese-state
20,2003,Southland,15,14,0.517,10,10,0.5,-6.99,-5.44,70.2,69.3,NA,NA,NA,NA,NA,Tic Price (15-14),mcneese-state
21,2002,Southland,21,9,0.7,17,3,0.85,-0.59,-5.79,70.1,63.6,NA,NA,NA,Lost First Round,14,Tic Price (21-9),mcneese-state
22,2001,Southland,22,9,0.71,17,3,0.85,-1.4,-8.43,83.2,74.5,NA,NA,NA,NA,NA,Ron Everhart (22-9),mcneese-state
23,2000,Southland,6,21,0.222,5,13,0.278,-15.13,-4.43,65.6,76.3,NA,NA,NA,NA,NA,Ron Everhart (6-21),mcneese-state
24,1999,Southland,13,15,0.464,11,7,0.611,-8.39,-7.21,74.8,75.9,NA,NA,NA,NA,NA,Ron Everhart (13-15),mcneese-state
25,1998,Southland,7,19,0.269,4,12,0.25,-16.44,-7.72,69.9,77.9,NA,NA,NA,NA,NA,Ron Everhart (7-19),mcneese-state
26,1997,Southland,18,12,0.6,10,6,0.625,-5.35,-9.53,82,77.1,NA,NA,NA,NA,NA,Ron Everhart (18-12),mcneese-state
27,1996,Southland,15,12,0.556,11,7,0.611,-2.81,-6.7,78.5,74.6,NA,NA,NA,NA,NA,Ron Everhart (15-12),mcneese-state
28,1995,Southland,11,16,0.407,7,11,0.389,-10.58,-7.32,77.6,80.9,NA,NA,NA,NA,NA,Ron Everhart (11-16),mcneese-state
29,1994,Southland,11,16,0.407,9,9,0.5,-8.62,-5.5,70.5,71.2,NA,NA,NA,NA,NA,Steve Welch (11-16),mcneese-state
30,1993,Southland,12,16,0.429,9,9,0.5,-5.95,-4.91,72.6,72.7,NA,NA,NA,NA,NA,Steve Welch (12-16),mcneese-state
31,1992,Southland,7,22,0.241,4,14,0.222,-15.23,-4.01,72.5,83,NA,NA,NA,NA,NA,Steve Welch (7-22),mcneese-state
32,1991,Southland,8,19,0.296,4,10,0.286,-12.68,-7.88,66.8,71.7,NA,NA,NA,NA,NA,Steve Welch (8-19),mcneese-state
1,2022,AAC,22,11,0.667,13,5,0.722,14.68,7.86,75.2,68.3,12,9,NA,Lost Second Round,9,Anfernee Hardaway (22-11),memphis
2,2021,AAC,20,8,0.714,11,4,0.733,13.81,4.13,72.4,62.7,NA,NA,NA,NA,NA,Anfernee Hardaway (20-8),memphis
3,2020,AAC,21,10,0.677,10,8,0.556,12.16,5.07,72,64.9,14,9,NA,NA,NA,Anfernee Hardaway (21-10),memphis
4,2019,AAC,22,14,0.611,11,7,0.611,10.7,5.09,80.1,74.4,NA,NA,NA,NA,NA,Anfernee Hardaway (22-14),memphis
5,2018,AAC,21,13,0.618,10,8,0.556,1.81,2.16,70.8,71.2,NA,NA,NA,NA,NA,Tubby Smith (21-13),memphis
6,2017,AAC,19,13,0.594,9,9,0.5,6.47,3.19,74,70.7,NA,NA,NA,NA,NA,Tubby Smith (19-13),memphis
7,2016,AAC,19,15,0.559,8,10,0.444,9.84,3.58,76.6,70.3,NA,NA,NA,NA,NA,Josh Pastner (19-15),memphis
8,2015,AAC,18,14,0.563,10,8,0.556,7.15,2.9,67.3,63.1,NA,NA,NA,NA,NA,Josh Pastner (18-14),memphis
9,2014,AAC,24,10,0.706,12,6,0.667,13.02,7.14,76.9,70.5,13,11,NA,Lost Third Round,8,Josh Pastner (24-10),memphis
10,2013,CUSA,31,5,0.861,16,0,1,12.28,2.73,74.5,64.9,17,17,19,Lost Third Round,6,Josh Pastner (31-5),memphis
11,2012,CUSA,26,9,0.743,13,3,0.813,16.86,5.26,74.7,63.1,11,8,NA,Lost Second Round,8,Josh Pastner (26-9),memphis
12,2011,CUSA,25,10,0.714,10,6,0.625,6.91,3.14,72.1,68.3,19,13,NA,Lost Second Round,12,Josh Pastner (25-10),memphis
13,2010,CUSA,24,10,0.706,13,3,0.813,11.74,3.65,75.4,65.7,NA,NA,NA,NA,NA,Josh Pastner (24-10),memphis
14,2009,CUSA,33,4,0.892,16,0,1,20.92,4.63,75.1,58.8,13,3,3,Lost Regional Semifinal,2,John Calipari (33-4),memphis
15,2008,CUSA,38*,2*,0.95,16,0,1,23.73,5.76,79.9,61.9,3,1,2,Lost National Final*,1,John Calipari (38-2),memphis
16,2007,CUSA,33,4,0.892,16,0,1,19.72,3.91,78.9,63.1,14,5,5,Lost Regional Final,2,John Calipari (33-4),memphis
17,2006,CUSA,33,4,0.892,13,1,0.929,18.81,4.24,80,65.5,12,3,4,Lost Regional Final,1,John Calipari (33-4),memphis
18,2005,CUSA,22,16,0.579,9,7,0.563,11.29,5.4,71.4,65.5,24,24,NA,NA,NA,John Calipari (22-16),memphis
19,2004,CUSA,22,8,0.733,12,4,0.75,13.06,5.96,72.4,65.3,NA,19,24,Lost Second Round,7,John Calipari (22-8),memphis
20,2003,CUSA,23,7,0.767,13,3,0.813,13.23,5.27,74.4,66.4,NA,16,19,Lost First Round,7,John Calipari (23-7),memphis
21,2002,CUSA,27,9,0.75,12,4,0.75,15.29,4.72,80,68.8,12,12,NA,NA,NA,John Calipari (27-9),memphis
22,2001,CUSA,21,15,0.583,10,6,0.625,13.22,7.11,75.1,67.9,NA,NA,NA,NA,NA,John Calipari (21-15),memphis
23,2000,CUSA,15,16,0.484,7,9,0.438,6.37,5.64,73.2,71.9,NA,NA,NA,NA,NA,Johnny Jones (15-16),memphis
24,1999,CUSA,13,15,0.464,6,10,0.375,5.49,5.42,76.5,76.4,NA,NA,NA,NA,NA,Tic Price (13-15),memphis
25,1998,CUSA,17,12,0.586,12,4,0.75,8.04,5.56,74.2,71.7,NA,NA,NA,NA,NA,Tic Price (17-12),memphis
26,1997,CUSA,16,15,0.516,10,4,0.714,7.57,6.48,63,61.9,NA,NA,NA,NA,NA,Larry Finch (16-15),memphis
27,1996,CUSA,22,8,0.733,11,3,0.786,14.35,6.58,73.5,65.7,13,3,16,Lost First Round,5,Larry Finch (22-8),memphis
28,1995,GMWC,24,10,0.706,9,3,0.75,14.4,5.81,79.4,70.9,NA,NA,NA,Lost Regional Semifinal,6,Larry Finch (24-10),memphis
29,1994,GMWC,13,16,0.448,4,8,0.333,5.49,5.93,72.1,72.6,NA,NA,NA,NA,NA,Larry Finch (13-16),memphis
30,1993,GMWC,20,12,0.625,7,3,0.7,12.7,8.73,75.1,69.5,8,8,NA,Lost First Round,10,Larry Finch (20-12),memphis
31,1992,GMWC,23,11,0.676,5,5,0.5,12.68,9.59,74.3,71.2,NA,NA,NA,Lost Regional Final,6,Larry Finch (23-11),memphis
32,1991,Metro,17,15,0.531,7,7,0.5,6.49,4.27,76.5,74.3,NA,NA,NA,NA,NA,Larry Finch (17-15),memphis
1,2022,Southern,16,17,0.485,8,10,0.444,-3.41,-1.15,70.5,70.5,NA,NA,NA,NA,NA,Greg Gary (16-17),mercer
2,2021,Southern,18,11,0.621,8,9,0.471,1.28,-1.6,76.7,71.8,NA,NA,NA,NA,NA,Greg Gary (18-11),mercer
3,2020,Southern,17,15,0.531,11,7,0.611,-3.13,-2.7,71.7,70.3,NA,NA,NA,NA,NA,Greg Gary (17-15),mercer
4,2019,Southern,11,20,0.355,6,12,0.333,-2.86,-0.24,72.5,72.5,NA,NA,NA,NA,NA,Bob Hoffman (11-20),mercer
5,2018,Southern,19,15,0.559,11,7,0.611,-0.87,-3.5,75.3,69.8,NA,NA,NA,NA,NA,Bob Hoffman (19-15),mercer
6,2017,Southern,15,17,0.469,9,9,0.5,-1.12,-0.92,70.9,68.3,NA,NA,NA,NA,NA,Bob Hoffman (15-17),mercer
7,2016,Southern,19,15,0.559,8,10,0.444,-3.11,-4.55,71.9,68.8,NA,NA,NA,NA,NA,Bob Hoffman (19-15),mercer
8,2015,Southern,19,16,0.543,12,6,0.667,-2.01,-4.1,66.7,62.7,NA,NA,NA,NA,NA,Bob Hoffman (19-16),mercer
9,2014,A-Sun,27,9,0.75,14,4,0.778,5.33,-3.42,78.8,66.9,NA,NA,NA,Lost Third Round,14,Bob Hoffman (27-9),mercer
10,2013,A-Sun,24,12,0.667,14,4,0.778,0.94,-3.82,65.9,59.3,NA,NA,NA,NA,NA,Bob Hoffman (24-12),mercer
11,2012,A-Sun,27,11,0.711,13,5,0.722,3.75,-1.44,68.1,62.8,NA,NA,NA,NA,NA,Bob Hoffman (27-11),mercer
12,2011,A-Sun,15,18,0.455,11,9,0.55,-4.08,-2.17,67.3,68.4,NA,NA,NA,NA,NA,Bob Hoffman (15-18),mercer
13,2010,A-Sun,16,17,0.485,10,10,0.5,-5.05,-1.2,76.2,75.1,NA,NA,NA,NA,NA,Bob Hoffman (16-17),mercer
14,2009,A-Sun,17,15,0.531,11,9,0.55,-7.1,0.12,74.8,75.9,NA,NA,NA,NA,NA,Bob Hoffman (17-15),mercer
15,2008,A-Sun,11,19,0.367,6,10,0.375,-9.81,-5.68,76.2,78.5,NA,NA,NA,NA,NA,Mark Slonaker (11-19),mercer
16,2007,A-Sun,13,17,0.433,8,10,0.444,-13.11,-5.82,72.6,77.6,NA,NA,NA,NA,NA,Mark Slonaker (13-17),mercer
17,2006,A-Sun,9,19,0.321,7,13,0.35,-18.91,-10.12,73.5,80.6,NA,NA,NA,NA,NA,Mark Slonaker (9-19),mercer
18,2005,A-Sun,16,12,0.571,11,9,0.55,-8.54,-9.77,80.1,77.6,NA,NA,NA,NA,NA,Mark Slonaker (16-12),mercer
19,2004,A-Sun,12,18,0.4,9,11,0.45,-8.52,-3.11,71.8,76.4,NA,NA,NA,NA,NA,Mark Slonaker (12-18),mercer
20,2003,A-Sun,23,6,0.793,14,2,0.875,-3.89,-9.03,78.3,72.6,NA,NA,NA,NA,NA,Mark Slonaker (23-6),mercer
21,2002,A-Sun,6,23,0.207,4,16,0.2,-14.5,-2.75,65.9,77,NA,NA,NA,NA,NA,Mark Slonaker (6-23),mercer
22,2001,TAAC,13,15,0.464,10,8,0.556,-7.7,-5.52,70,70.9,NA,NA,NA,NA,NA,Mark Slonaker (13-15),mercer
23,2000,TAAC,12,21,0.364,7,11,0.389,-10.84,-5.77,68.5,71.8,NA,NA,NA,NA,NA,Mark Slonaker (12-21),mercer
24,1999,TAAC,8,18,0.308,5,11,0.313,-17.38,-7.26,63.8,73.2,NA,NA,NA,NA,NA,Mark Slonaker (8-18),mercer
25,1998,TAAC,5,21,0.192,2,14,0.125,-19.23,-8.73,68,76.5,NA,NA,NA,NA,NA,Mark Slonaker (5-21),mercer
26,1997,TAAC,3,23,0.115,1,15,0.063,-27.86,-10.61,64.3,80.8,NA,NA,NA,NA,NA,Bill Hodges (3-23),mercer
27,1996,TAAC,15,14,0.517,7,9,0.438,-10.16,-6.82,75.7,77.3,NA,NA,NA,NA,NA,Bill Hodges (15-14),mercer
28,1995,TAAC,15,14,0.517,8,8,0.5,-6.85,-5.7,78,78.2,NA,NA,NA,NA,NA,Bill Hodges (15-14),mercer
29,1994,TAAC,5,24,0.172,3,13,0.188,-15.6,-1.53,65.3,77.8,NA,NA,NA,NA,NA,Bill Hodges (5-24),mercer
30,1993,TAAC,13,14,0.481,7,5,0.583,-7.95,-4.41,73.1,73.9,NA,NA,NA,NA,NA,Bill Hodges (13-14),mercer
31,1992,TAAC,11,18,0.379,6,8,0.429,-7.26,-4.51,73.4,74.8,NA,NA,NA,NA,NA,Bill Hodges (11-18),mercer
32,1991,TAAC,2,25,0.074,1,13,0.071,-24.36,-4.91,62.1,82,NA,NA,NA,NA,NA,Brad Siegfried (2-25),mercer
1,2022,NEC,14,16,0.467,9,8,0.529,-10.85,-6.82,61.4,64.4,NA,NA,NA,NA,NA,Joe Gallo (14-16),merrimack
2,2021,NEC,9,9,0.5,9,9,0.5,-9.06,-8.67,66.3,66.7,NA,NA,NA,NA,NA,Joe Gallo (9-9),merrimack
3,2020,NEC,20,11,0.645,14,4,0.778,-6.93,-6.53,62.8,60.2,NA,NA,NA,NA,NA,Joe Gallo (20-11),merrimack
1,2022,ACC,26,11,0.703,14,6,0.7,11.21,7.62,73.9,70.4,NA,NA,NA,Lost Regional Final,10,Jim Larranaga (26-11),miami-fl
2,2021,ACC,10,17,0.37,4,15,0.211,3.23,7.75,66.4,71,NA,NA,NA,NA,NA,Jim Larranaga (10-17),miami-fl
3,2020,ACC,15,16,0.484,7,13,0.35,6.63,8.66,71.2,73.2,NA,NA,NA,NA,NA,Jim Larranaga (15-16),miami-fl
4,2019,ACC,14,18,0.438,5,13,0.278,9.39,8.7,71.8,71.1,NA,NA,NA,NA,NA,Jim Larranaga (14-18),miami-fl
5,2018,ACC,22,10,0.688,11,7,0.611,12.83,6.96,73.8,67.9,13,6,22,Lost First Round,6,Jim Larranaga (22-10),miami-fl
6,2017,ACC,21,12,0.636,10,8,0.556,14.48,9.57,69,64.1,NA,25,NA,Lost First Round,8,Jim Larranaga (21-12),miami-fl
7,2016,ACC,27,8,0.771,13,5,0.722,18.52,10.69,75.2,67.4,NA,7,10,Lost Regional Semifinal,3,Jim Larranaga (27-8),miami-fl
8,2015,ACC,25,13,0.658,10,8,0.556,12,7.05,68.2,63.3,NA,15,NA,NA,NA,Jim Larranaga (25-13),miami-fl
9,2014,ACC,17,16,0.515,7,11,0.389,7.6,5.63,61.5,59.5,NA,NA,NA,NA,NA,Jim Larranaga (17-16),miami-fl
10,2013,ACC,29,7,0.806,15,3,0.833,16.98,7.87,69.7,60.6,NA,2,5,Lost Regional Semifinal,2,Jim Larranaga (29-7),miami-fl
11,2012,ACC,20,13,0.606,9,7,0.563,10.75,6.17,70.7,66.1,NA,NA,NA,NA,NA,Jim Larranaga (20-13),miami-fl
12,2011,ACC,21,15,0.583,6,10,0.375,10.47,6.42,71.6,67.6,NA,NA,NA,NA,NA,Frank Haith (21-15),miami-fl
13,2010,ACC,20,13,0.606,4,12,0.25,11.35,7.01,72.4,64.7,NA,23,NA,NA,NA,Frank Haith (20-13),miami-fl
14,2009,ACC,19,13,0.594,7,9,0.438,11.76,9.04,72.7,66.3,17,17,NA,NA,NA,Frank Haith (19-13),miami-fl
15,2008,ACC,23,11,0.676,8,8,0.5,12.38,7.13,74.8,67.9,NA,19,NA,Lost Second Round,7,Frank Haith (23-11),miami-fl
16,2007,ACC,12,20,0.375,4,12,0.25,5.49,7.15,71.2,72.9,NA,NA,NA,NA,NA,Frank Haith (12-20),miami-fl
17,2006,ACC,18,16,0.529,7,9,0.438,9.79,7,67.9,65.1,NA,NA,NA,NA,NA,Frank Haith (18-16),miami-fl
18,2005,ACC,16,13,0.552,7,9,0.438,9.53,7.77,71.4,69.7,NA,NA,NA,NA,NA,Frank Haith (16-13),miami-fl
19,2004,Big East,14,16,0.467,4,12,0.25,5.38,3.28,71.6,68.9,NA,NA,NA,NA,NA,Perry Clark (14-16),miami-fl
20,2003,Big East,11,17,0.393,4,12,0.25,6.05,4.91,69.9,68.7,NA,NA,NA,NA,NA,Perry Clark (11-17),miami-fl
21,2002,Big East,24,8,0.75,10,6,0.625,13,5.53,74.8,67.4,NA,12,21,Lost First Round,5,Perry Clark (24-8),miami-fl
22,2001,Big East,16,13,0.552,8,8,0.5,7.54,4.92,70.3,67.7,NA,NA,NA,NA,NA,Perry Clark (16-13),miami-fl
23,2000,Big East,23,11,0.676,13,3,0.813,11.83,5.39,69,62.6,25,23,23,Lost Regional Semifinal,6,Leonard Hamilton (23-11),miami-fl
24,1999,Big East,23,7,0.767,15,3,0.833,16.8,9.2,72.6,65,NA,9,10,Lost Second Round,2,Leonard Hamilton (23-7),miami-fl
25,1998,Big East,18,10,0.643,11,7,0.611,10.87,6.37,70.1,65.6,NA,NA,NA,Lost First Round,11,Leonard Hamilton (18-10),miami-fl
26,1997,Big East,16,13,0.552,9,9,0.5,8.18,5.9,65.1,62.8,NA,NA,NA,NA,NA,Leonard Hamilton (16-13),miami-fl
27,1996,Big East,15,13,0.536,8,10,0.444,7.77,7.42,67.3,66.9,NA,NA,NA,NA,NA,Leonard Hamilton (15-13),miami-fl
28,1995,Big East,15,13,0.536,9,9,0.5,2.41,4.45,65.4,67.4,NA,NA,NA,NA,NA,Leonard Hamilton (15-13),miami-fl
29,1994,Big East,7,20,0.259,0,18,0,-1.83,6.29,62.6,70.7,NA,NA,NA,NA,NA,Leonard Hamilton (7-20),miami-fl
30,1993,Big East,10,17,0.37,7,11,0.389,4.63,9.23,71.4,74.2,NA,NA,NA,NA,NA,Leonard Hamilton (10-17),miami-fl
31,1992,Big East,8,24,0.25,1,17,0.056,-2.06,6.64,60.7,67.5,NA,NA,NA,NA,NA,Leonard Hamilton (8-24),miami-fl
32,1991,Ind,9,19,0.321,NA,NA,NA,2.48,4.31,72.4,74.2,NA,NA,NA,NA,NA,Leonard Hamilton (9-19),miami-fl
1,2022,MAC,14,18,0.438,8,12,0.4,-6.35,-4.14,75.3,73.5,NA,NA,NA,NA,NA,Jack Owens (14-18),miami-oh
2,2021,MAC,12,11,0.522,9,8,0.529,-2.67,-2.72,72.3,71.6,NA,NA,NA,NA,NA,Jack Owens (12-11),miami-oh
3,2020,MAC,13,19,0.406,5,13,0.278,-4.17,-0.57,70.9,71.1,NA,NA,NA,NA,NA,Jack Owens (13-19),miami-oh
4,2019,MAC,15,17,0.469,7,11,0.389,0.77,2.31,70.8,69.8,NA,NA,NA,NA,NA,Jack Owens (15-17),miami-oh
5,2018,MAC,16,18,0.471,8,10,0.444,-3.56,-1.15,72,70.7,NA,NA,NA,NA,NA,Jack Owens (16-18),miami-oh
6,2017,MAC,11,21,0.344,4,14,0.222,-8.16,-2.1,70.3,74.5,NA,NA,NA,NA,NA,John Cooper (11-21),miami-oh
7,2016,MAC,13,20,0.394,6,12,0.333,-5.91,-0.25,63.3,68.2,NA,NA,NA,NA,NA,John Cooper (13-20),miami-oh
8,2015,MAC,13,19,0.406,8,10,0.444,-3.75,0.31,66.3,69.6,NA,NA,NA,NA,NA,John Cooper (13-19),miami-oh
9,2014,MAC,13,18,0.419,8,10,0.444,-4.37,0.13,65.3,69.7,NA,NA,NA,NA,NA,John Cooper (13-18),miami-oh
10,2013,MAC,9,22,0.29,3,13,0.188,-6.62,-0.25,63,68.6,NA,NA,NA,NA,NA,John Cooper (9-22),miami-oh
11,2012,MAC,9,21,0.3,5,11,0.313,-2.07,1.93,60.7,64.2,NA,NA,NA,NA,NA,Charlie Coles (9-21),miami-oh
12,2011,MAC,16,17,0.485,11,5,0.688,-1.58,3.04,66.4,70.3,NA,NA,NA,NA,NA,Charlie Coles (16-17),miami-oh
13,2010,MAC,14,18,0.438,9,7,0.563,0.56,1.43,62.4,63.3,NA,NA,NA,NA,NA,Charlie Coles (14-18),miami-oh
14,2009,MAC,17,13,0.567,10,6,0.625,3.16,0.46,61.6,58.9,NA,NA,NA,NA,NA,Charlie Coles (17-13),miami-oh
15,2008,MAC,17,16,0.515,9,7,0.563,5.73,3.82,62.5,60.6,NA,NA,NA,NA,NA,Charlie Coles (17-16),miami-oh
16,2007,MAC,18,15,0.545,10,6,0.625,4.81,2.78,59.5,57.4,NA,NA,NA,Lost First Round,14,Charlie Coles (18-15),miami-oh
17,2006,MAC,18,11,0.621,14,4,0.778,3.88,1.15,62.8,60.1,NA,NA,NA,NA,NA,Charlie Coles (18-11),miami-oh
18,2005,MAC,19,11,0.633,12,6,0.667,7.75,3.65,65.7,61.3,NA,NA,NA,NA,NA,Charlie Coles (19-11),miami-oh
19,2004,MAC,18,11,0.621,12,6,0.667,2.46,1.6,62.9,61.8,NA,NA,NA,NA,NA,Charlie Coles (18-11),miami-oh
20,2003,MAC,13,15,0.464,11,7,0.611,1.83,2.87,58.6,58.7,NA,NA,NA,NA,NA,Charlie Coles (13-15),miami-oh
21,2002,MAC,13,18,0.419,9,9,0.5,1.2,3.69,63.9,66.4,NA,NA,NA,NA,NA,Charlie Coles (13-18),miami-oh
22,2001,MAC,17,16,0.515,10,8,0.556,4.63,2.54,60.5,58.4,NA,NA,NA,NA,NA,Charlie Coles (17-16),miami-oh
23,2000,MAC,15,15,0.5,8,10,0.444,4.73,3.6,64,62.9,NA,NA,NA,NA,NA,Charlie Coles (15-15),miami-oh
24,1999,MAC,24,8,0.75,15,3,0.833,11.6,4.41,67.6,60.4,NA,22,NA,Lost Regional Semifinal,10,Charlie Coles (24-8),miami-oh
25,1998,MAC,17,12,0.586,9,9,0.5,3.62,1.94,69.2,66.6,NA,NA,NA,NA,NA,Charlie Coles (17-12),miami-oh
26,1997,MAC,21,9,0.7,13,5,0.722,9,0.63,73.4,65,NA,NA,NA,Lost First Round,13,Charlie Coles (21-9),miami-oh
27,1996,MAC,21,8,0.724,12,6,0.667,10.61,0.82,74.8,63.9,NA,NA,NA,NA,NA,Herb Sendek (21-8),miami-oh
28,1995,MAC,23,7,0.767,16,2,0.889,10.1,0.86,70.6,60.9,NA,NA,NA,Lost Second Round,12,Herb Sendek (23-7),miami-oh
29,1994,MAC,19,11,0.633,12,6,0.667,6.03,0.55,76.4,69.7,NA,NA,NA,NA,NA,Herb Sendek (19-11),miami-oh
30,1993,MAC,22,9,0.71,14,4,0.778,4.8,-0.27,63.6,46.5,NA,NA,NA,NA,NA,Joby Wright (22-9),miami-oh
31,1992,MAC,23,8,0.742,13,3,0.813,8.37,2.92,68.2,60.9,NA,NA,NA,Lost First Round,13,Joby Wright (23-8),miami-oh
32,1991,MAC,16,12,0.571,10,6,0.625,4.92,1.52,79.5,76.1,NA,NA,NA,NA,NA,Joby Wright (16-12),miami-oh
1,2022,Big Ten,23,13,0.639,11,9,0.55,13.19,9.97,72.3,69,NA,10,NA,Lost Second Round,7,Tom Izzo (23-13),michigan-state
2,2021,Big Ten,15,13,0.536,9,11,0.45,9.8,11.48,69.4,71.1,13,4,NA,Lost First Four,11,Tom Izzo (15-13),michigan-state
3,2020,Big Ten,22,9,0.71,14,6,0.7,21.92,10.76,75.9,64.7,1,1,9,NA,NA,Tom Izzo (22-9),michigan-state
4,2019,Big Ten,32,7,0.821,16,4,0.8,24.93,12.34,77.6,65,10,5,5,Lost National Semifinal,2,Tom Izzo (32-7),michigan-state
5,2018,Big Ten,30,5,0.857,16,2,0.889,22.41,7.1,80.2,64.9,2,1,5,Lost Second Round,3,Tom Izzo (30-5),michigan-state
6,2017,Big Ten,20,15,0.571,10,8,0.556,13.67,10.5,71.9,68.7,12,12,NA,Lost Second Round,9,Tom Izzo (20-15),michigan-state
7,2016,Big Ten,29,6,0.829,13,5,0.722,22.59,6.94,79.8,64.1,13,1,2,Lost First Round,2,Tom Izzo (29-6),michigan-state
8,2015,Big Ten,27,12,0.692,12,6,0.667,17.46,10,71.1,63.6,18,18,23,Lost National Semifinal,7,Tom Izzo (27-12),michigan-state
9,2014,Big Ten,29,9,0.763,12,6,0.667,19.35,9.38,75.5,65.6,2,1,11,Lost Regional Final,4,Tom Izzo (29-9),michigan-state
10,2013,Big Ten,27,9,0.75,13,5,0.722,18.63,10.55,68,59.1,14,4,9,Lost Regional Semifinal,3,Tom Izzo (27-9),michigan-state
11,2012,Big Ten,29,8,0.784,13,5,0.722,21.32,9.82,71.6,59.3,NA,5,5,Lost Regional Semifinal,1,Tom Izzo (29-8),michigan-state
12,2011,Big Ten,19,15,0.559,9,9,0.5,13.7,11.67,68.8,66.6,2,2,NA,Lost Second Round,10,Tom Izzo (19-15),michigan-state
13,2010,Big Ten,28,9,0.757,14,4,0.778,15.33,8.17,71.8,63.8,2,2,13,Lost National Semifinal,5,Tom Izzo (28-9),michigan-state
14,2009,Big Ten,31,7,0.816,15,3,0.833,17.71,9.37,72,63.7,6,5,8,Lost National Final,2,Tom Izzo (31-7),michigan-state
15,2008,Big Ten,27,9,0.75,12,6,0.667,16.32,7.68,71.2,62.6,8,6,18,Lost Regional Semifinal,5,Tom Izzo (27-9),michigan-state
16,2007,Big Ten,23,12,0.657,8,8,0.5,16.3,8.45,65,57.2,NA,NA,NA,Lost Second Round,9,Tom Izzo (23-12),michigan-state
17,2006,Big Ten,22,12,0.647,8,8,0.5,12.24,7.27,74.1,68.6,4,4,NA,Lost First Round,6,Tom Izzo (22-12),michigan-state
18,2005,Big Ten,26,7,0.788,13,3,0.813,20.47,7.41,78.5,65.4,13,10,15,Lost National Semifinal,5,Tom Izzo (26-7),michigan-state
19,2004,Big Ten,18,12,0.6,12,4,0.75,12.15,8.38,71.3,67.5,3,3,NA,Lost First Round,7,Tom Izzo (18-12),michigan-state
20,2003,Big Ten,22,13,0.629,10,6,0.625,16.12,9.72,67.6,61.2,9,9,NA,Lost Regional Final,7,Tom Izzo (22-13),michigan-state
21,2002,Big Ten,19,12,0.613,10,6,0.625,14.91,9.61,69.4,63.8,15,13,NA,Lost First Round,10,Tom Izzo (19-12),michigan-state
22,2001,Big Ten,28,5,0.848,13,3,0.813,25.12,9.54,77.4,61.8,3,1,3,Lost National Semifinal,1,Tom Izzo (28-5),michigan-state
